ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2017-05-24,15149.815355708854,7421.308579040057,26470.65252943803,15149.815355708854,15149.815355708854,1673.2443702429214,1673.2443702429214,1673.2443702429214,2188.7194268992716,2188.7194268992716,2188.7194268992716,-515.4750566563501,-515.4750566563501,-515.4750566563501,0.0,0.0,0.0,16823.059725951774
2017-05-25,15222.148672680887,6286.386267073185,25290.266439047908,15222.148672680887,15222.148672680887,280.17003515664135,280.17003515664135,280.17003515664135,1079.3357269099615,1079.3357269099615,1079.3357269099615,-799.1656917533203,-799.1656917533203,-799.1656917533203,0.0,0.0,0.0,15502.318707837529
2017-05-26,15294.481989652924,4943.727318689986,23807.540221687294,15294.481989652924,15294.481989652924,-903.8123252704542,-903.8123252704542,-903.8123252704542,155.00960469111894,155.00960469111894,155.00960469111894,-1058.821929961573,-1058.821929961573,-1058.821929961573,0.0,0.0,0.0,14390.66966438247
2017-05-27,15366.815306624962,-1194.0210766005403,18451.949692616177,15366.815306624962,15366.815306624962,-6670.8732622441,-6670.8732622441,-6670.8732622441,-5378.716804089957,-5378.716804089957,-5378.716804089957,-1292.1564581541431,-1292.1564581541431,-1292.1564581541431,0.0,0.0,0.0,8695.942044380861
2017-05-28,15439.148623596999,818.1601534875573,18978.467742434113,15439.148623596999,15439.148623596999,-5830.504912246663,-5830.504912246663,-5830.504912246663,-4333.254016904698,-4333.254016904698,-4333.254016904698,-1497.250895341964,-1497.250895341964,-1497.250895341964,0.0,0.0,0.0,9608.643711350336
2017-05-29,15511.481940569032,7088.792135023431,25979.107958914108,15511.481940569032,15511.481940569032,1637.8667283290954,1637.8667283290954,1637.8667283290954,3310.4548953672825,3310.4548953672825,3310.4548953672825,-1672.5881670381873,-1672.5881670381873,-1672.5881670381873,0.0,0.0,0.0,17149.34866889813
2017-05-30,15583.81525754107,7369.045684045309,26877.425615130564,15583.81525754107,15583.81525754107,1161.3673868149822,1161.3673868149822,1161.3673868149822,2978.451167114653,2978.451167114653,2978.451167114653,-1817.083780299671,-1817.083780299671,-1817.083780299671,0.0,0.0,0.0,16745.182644356053
2017-05-31,15656.148574513107,6175.848916766883,26143.893105603365,15656.148574513107,15656.148574513107,258.60427260192716,258.60427260192716,258.60427260192716,2188.719426901712,2188.719426901712,2188.719426901712,-1930.1151542997843,-1930.1151542997843,-1930.1151542997843,0.0,0.0,0.0,15914.752847115034
2017-06-01,15728.481895233408,5179.599589655306,24037.266130866006,15728.481895233408,15728.481895233408,-932.2122426956662,-932.2122426956662,-932.2122426956662,1079.335726911226,1079.335726911226,1079.335726911226,-2011.5479696068921,-2011.5479696068921,-2011.5479696068921,0.0,0.0,0.0,14796.269652537741
2017-06-02,15800.815215953706,4977.419216827093,23051.447368992536,15800.815215953706,15800.815215953706,-1906.7487357432171,-1906.7487357432171,-1906.7487357432171,155.00960469179446,155.00960469179446,155.00960469179446,-2061.7583404350116,-2061.7583404350116,-2061.7583404350116,0.0,0.0,0.0,13894.06648021049
2017-06-03,15873.148536674007,-848.3454349217179,17595.612281854945,15873.148536674007,15873.148536674007,-7460.366302351565,-7460.366302351565,-7460.366302351565,-5378.716804078226,-5378.716804078226,-5378.716804078226,-2081.6494982733384,-2081.6494982733384,-2081.6494982733384,0.0,0.0,0.0,8412.782234322443
2017-06-04,15945.481857394307,-454.28718121250125,19085.81918798184,15945.481857394307,15945.481857394307,-6405.915628491672,-6405.915628491672,-6405.915628491672,-4333.254016901649,-4333.254016901649,-4333.254016901649,-2072.6616115900215,-2072.6616115900215,-2072.6616115900215,0.0,0.0,0.0,9539.566228902635
2017-06-05,16017.815178114606,7279.473501056026,26120.052838928947,16017.815178114606,16017.815178114606,1273.6815336494824,1273.6815336494824,1273.6815336494824,3310.4548953577905,3310.4548953577905,3310.4548953577905,-2036.7733617083081,-2036.7733617083081,-2036.7733617083081,0.0,0.0,0.0,17291.496711764088
2017-06-06,16090.148498834906,7441.407177768122,26458.52648380239,16090.148498834906,16090.148498834906,1001.9572122394976,1001.9572122394976,1001.9572122394976,2978.4511671158184,2978.4511671158184,2978.4511671158184,-1976.4939548763211,-1976.4939548763211,-1976.4939548763211,0.0,0.0,0.0,17092.105711074404
2017-06-07,16162.481819555209,7113.352669640123,26493.60613112542,16162.481819555209,16162.481819555209,293.875049671189,293.875049671189,293.875049671189,2188.719426899299,2188.719426899299,2188.719426899299,-1894.84437722811,-1894.84437722811,-1894.84437722811,0.0,0.0,0.0,16456.356869226398
2017-06-08,16234.815140275507,5545.502980167053,25442.464507601275,16234.815140275507,16234.815140275507,-715.9911664764783,-715.9911664764783,-715.9911664764783,1079.3357269124904,1079.3357269124904,1079.3357269124904,-1795.3268933889685,-1795.3268933889685,-1795.3268933889685,0.0,0.0,0.0,15518.823973799028
2017-06-09,16307.148460995808,5677.09580652017,23822.400011998536,16307.148460995808,16307.148460995808,-1526.8724431713217,-1526.8724431713217,-1526.8724431713217,155.0096046870219,155.0096046870219,155.0096046870219,-1681.8820478583439,-1681.8820478583439,-1681.8820478583439,0.0,0.0,0.0,14780.276017824486
2017-06-10,16379.481781716106,-250.79344601203513,19356.181006459676,16379.481781716106,16379.481781716106,-6937.549550276548,-6937.549550276548,-6937.549550276548,-5378.716804078644,-5378.716804078644,-5378.716804078644,-1558.8327461979045,-1558.8327461979045,-1558.8327461979045,0.0,0.0,0.0,9441.932231439558
2017-06-11,16451.815102436405,1194.6301769572706,19814.904107208487,16451.815102436405,16451.815102436405,-5764.069379154044,-5764.069379154044,-5764.069379154044,-4333.254016904945,-4333.254016904945,-4333.254016904945,-1430.8153622491,-1430.8153622491,-1430.8153622491,0.0,0.0,0.0,10687.745723282362
2017-06-12,16524.148423156705,8997.81265306188,27841.611720653833,16524.148423156705,16524.148423156705,2007.7566670191293,2007.7566670191293,2007.7566670191293,3310.4548953623876,3310.4548953623876,3310.4548953623876,-1302.6982283432583,-1302.6982283432583,-1302.6982283432583,0.0,0.0,0.0,18531.905090175835
2017-06-13,16596.481743877004,8772.847613302241,27587.531207749937,16596.481743877004,16596.481743877004,1798.9628622436023,1798.9628622436023,1798.9628622436023,2978.4511671152554,2978.4511671152554,2978.4511671152554,-1179.4883048716529,-1179.4883048716529,-1179.4883048716529,0.0,0.0,0.0,18395.444606120607
2017-06-14,16668.815064597304,8815.023402142906,27609.902901124464,16668.815064597304,16668.815064597304,1122.4921467763666,1122.4921467763666,1122.4921467763666,2188.719426899481,2188.719426899481,2188.719426899481,-1066.2272801231145,-1066.2272801231145,-1066.2272801231145,0.0,0.0,0.0,17791.30721137367
2017-06-15,16741.148385317607,6905.995475735105,25388.501794114865,16741.148385317607,16741.148385317607,111.45692184616344,111.45692184616344,111.45692184616344,1079.3357269137546,1079.3357269137546,1079.3357269137546,-967.8788050675912,-967.8788050675912,-967.8788050675912,0.0,0.0,0.0,16852.60530716377
2017-06-16,16813.481706037903,6728.289491954836,25758.70993359412,16813.481706037903,16813.481706037903,-734.1994002332607,-734.1994002332607,-734.1994002332607,155.00960469742398,155.00960469742398,155.00960469742398,-889.2090049306846,-889.2090049306846,-889.2090049306846,0.0,0.0,0.0,16079.282305804642
2017-06-17,16885.815026758206,1331.2442289717096,19842.520974981522,16885.815026758206,16885.815026758206,-6213.37961709993,-6213.37961709993,-6213.37961709993,-5378.716804079697,-5378.716804079697,-5378.716804079697,-834.6628130202341,-834.6628130202341,-834.6628130202341,0.0,0.0,0.0,10672.435409658276
2017-06-18,16958.148347478505,2341.3550771702867,21571.385433494954,16958.148347478505,16958.148347478505,-5141.493043366321,-5141.493043366321,-5141.493043366321,-4333.254016907394,-4333.254016907394,-4333.254016907394,-808.2390264589282,-808.2390264589282,-808.2390264589282,0.0,0.0,0.0,11816.655304112184
2017-06-19,17030.481668198805,9844.716153361063,29101.573479005412,17030.481668198805,17030.481668198805,2497.0876228890593,2497.0876228890593,2497.0876228890593,3310.454895366986,3310.454895366986,3310.454895366986,-813.3672724779267,-813.3672724779267,-813.3672724779267,0.0,0.0,0.0,19527.569291087864
2017-06-20,17102.8149889191,9700.558568876357,27958.901232115702,17102.8149889191,17102.8149889191,2125.6608831976987,2125.6608831976987,2125.6608831976987,2978.4511671164196,2978.4511671164196,2978.4511671164196,-852.7902839187213,-852.7902839187213,-852.7902839187213,0.0,0.0,0.0,19228.4758721168
2017-06-21,17175.148306347808,9236.22826260259,28348.269724091075,17175.148306347808,17175.148306347808,1260.2644254492682,1260.2644254492682,1260.2644254492682,2188.71942690192,2188.71942690192,2188.71942690192,-928.4550014526519,-928.4550014526519,-928.4550014526519,0.0,0.0,0.0,18435.412731797078
2017-06-22,17247.481623776508,7650.467062839507,26729.36803049513,17247.481623776508,17247.481623776508,37.919688906323756,37.919688906323756,37.919688906323756,1079.3357269101407,1079.3357269101407,1079.3357269101407,-1041.416038003817,-1041.416038003817,-1041.416038003817,0.0,0.0,0.0,17285.401312682832
2017-06-23,17319.814941205215,7011.861113808859,25898.989203851426,17319.814941205215,17319.814941205215,-1036.745346626377,-1036.745346626377,-1036.745346626377,155.00960469265198,155.00960469265198,155.00960469265198,-1191.754951319029,-1191.754951319029,-1191.754951319029,0.0,0.0,0.0,16283.069594578837
2017-06-24,17392.148258633915,1066.5525598058873,19772.35305403148,17392.148258633915,17392.148258633915,-6757.235373906969,-6757.235373906969,-6757.235373906969,-5378.716804086826,-5378.716804086826,-5378.716804086826,-1378.518569820143,-1378.518569820143,-1378.518569820143,0.0,0.0,0.0,10634.912884726946
2017-06-25,17464.481576062622,2180.459555426594,21167.704356016766,17464.481576062622,17464.481576062622,-5932.933321657053,-5932.933321657053,-5932.933321657053,-4333.254016898848,-4333.254016898848,-4333.254016898848,-1599.6793047582064,-1599.6793047582064,-1599.6793047582064,0.0,0.0,0.0,11531.54825440557
2017-06-26,17536.814893491326,9597.581425847617,28317.56385937179,17536.814893491326,17536.814893491326,1458.3349338743262,1458.3349338743262,1458.3349338743262,3310.454895371583,3310.454895371583,3310.454895371583,-1852.119961497257,-1852.119961497257,-1852.119961497257,0.0,0.0,0.0,18995.14982736565
2017-06-27,17609.14821092003,8761.93045253837,28351.224856837965,17609.14821092003,17609.14821092003,846.8061252728055,846.8061252728055,846.8061252728055,2978.4511671203977,2978.4511671203977,2978.4511671203977,-2131.6450418475924,-2131.6450418475924,-2131.6450418475924,0.0,0.0,0.0,18455.954336192834
2017-06-28,17681.481528348737,8733.949582145819,26867.916583413262,17681.481528348737,17681.481528348737,-244.30049102492862,-244.30049102492862,-244.30049102492862,2188.7194269008055,2188.7194269008055,2188.7194269008055,-2433.0199179257343,-2433.0199179257343,-2433.0199179257343,0.0,0.0,0.0,17437.181037323808
2017-06-29,17753.81484577744,6657.545264310213,25569.582339287885,17753.81484577744,17753.81484577744,-1670.702843390307,-1670.702843390307,-1670.702843390307,1079.3357269151481,1079.3357269151481,1079.3357269151481,-2750.0385703054553,-2750.0385703054553,-2750.0385703054553,0.0,0.0,0.0,16083.112002387134
2017-06-30,17826.148163206144,5689.289939842921,24552.075308014555,17826.148163206144,17826.148163206144,-2920.610231236804,-2920.610231236804,-2920.610231236804,155.0096046878797,155.0096046878797,155.0096046878797,-3075.6198359246837,-3075.6198359246837,-3075.6198359246837,0.0,0.0,0.0,14905.53793196934
2017-07-01,17898.481480634848,-535.3493234927355,19509.589615658682,17898.481480634848,17898.481480634848,-8780.648128074814,-8780.648128074814,-8780.648128074814,-5378.716804081806,-5378.716804081806,-5378.716804081806,-3401.9313239930084,-3401.9313239930084,-3401.9313239930084,0.0,0.0,0.0,9117.833352560034
2017-07-02,17970.81479806355,372.62165924946873,20131.150210496693,17970.81479806355,17970.81479806355,-8053.793369404644,-8053.793369404644,-8053.793369404644,-4333.254016902143,-4333.254016902143,-4333.254016902143,-3720.5393525025015,-3720.5393525025015,-3720.5393525025015,0.0,0.0,0.0,9917.021428658907
2017-07-03,18043.148115492255,7724.124093006613,26845.771047656137,18043.148115492255,18043.148115492255,-712.1275618253632,-712.1275618253632,-712.1275618253632,3310.45489536209,3310.45489536209,3310.45489536209,-4022.5824571874537,-4022.5824571874537,-4022.5824571874537,0.0,0.0,0.0,17331.02055366689
2017-07-04,18115.48143292096,7530.230520573775,26032.616046851486,18115.48143292096,18115.48143292096,-1320.5140854015556,-1320.5140854015556,-1320.5140854015556,2978.451167118429,2978.451167118429,2978.451167118429,-4298.9652525199845,-4298.9652525199845,-4298.9652525199845,0.0,0.0,0.0,16794.967347519403
2017-07-05,18187.814750349666,6852.913035319782,25209.524137144275,18187.814750349666,18187.814750349666,-2351.84927809551,-2351.84927809551,-2351.84927809551,2188.719426900987,2188.719426900987,2188.719426900987,-4540.568704996497,-4540.568704996497,-4540.568704996497,0.0,0.0,0.0,15835.965472254156
2017-07-06,18260.148067778366,5278.295713424696,24453.082451529008,18260.148067778366,18260.148067778366,-3659.1365086774435,-3659.1365086774435,-3659.1365086774435,1079.3357269126693,1079.3357269126693,1079.3357269126693,-4738.472235590113,-4738.472235590113,-4738.472235590113,0.0,0.0,0.0,14601.011559100922
2017-07-07,18332.481385207073,3900.9659467909933,22888.388435871235,18332.481385207073,18332.481385207073,-4729.172918633955,-4729.172918633955,-4729.172918633955,155.00960469711225,155.00960469711225,155.00960469711225,-4884.182523331067,-4884.182523331067,-4884.182523331067,0.0,0.0,0.0,13603.308466573118
2017-07-08,18404.814702635773,-1316.3665780279027,18182.00774801147,18404.814702635773,18404.814702635773,-10348.580259220993,-10348.580259220993,-10348.580259220993,-5378.716804082224,-5378.716804082224,-5378.716804082224,-4969.863455138768,-4969.863455138768,-4969.863455138768,0.0,0.0,0.0,8056.23444341478
2017-07-09,18477.148020064484,-739.8097022123023,17951.022269948033,18477.148020064484,18477.148020064484,-9321.815392699438,-9321.815392699438,-9321.815392699438,-4333.2540168990945,-4333.2540168990945,-4333.2540168990945,-4988.561375800344,-4988.561375800344,-4988.561375800344,0.0,0.0,0.0,9155.332627365045
2017-07-10,18549.481341420025,7797.270960946391,26711.744506474162,18549.481341420025,18549.481341420025,-1623.9647548155085,-1623.9647548155085,-1623.9647548155085,3310.45489537052,3310.45489537052,3310.45489537052,-4934.419650186028,-4934.419650186028,-4934.419650186028,0.0,0.0,0.0,16925.516586604517
2017-07-11,18621.814662775574,6888.428825456637,26326.026053063986,18621.814662775574,18621.814662775574,-1824.4254002915814,-1824.4254002915814,-1824.4254002915814,2978.451167116461,2978.451167116461,2978.451167116461,-4802.876567408042,-4802.876567408042,-4802.876567408042,0.0,0.0,0.0,16797.389262483994
2017-07-12,18694.147984131116,7295.768147395495,25649.763785294148,18694.147984131116,18694.147984131116,-2402.1213725966454,-2402.1213725966454,-2402.1213725966454,2188.7194268985745,2188.7194268985745,2188.7194268985745,-4590.8407994952195,-4590.8407994952195,-4590.8407994952195,0.0,0.0,0.0,16292.026611534471
2017-07-13,18766.481305486657,5798.707045124793,25079.38495544685,18766.481305486657,18766.481305486657,-3217.5032492764453,-3217.5032492764453,-3217.5032492764453,1079.3357269090554,1079.3357269090554,1079.3357269090554,-4296.8389761855005,-4296.8389761855005,-4296.8389761855005,0.0,0.0,0.0,15548.978056210211
2017-07-14,18838.814626842202,5460.538464696541,24308.27806532141,18838.814626842202,18838.814626842202,-3766.120844465323,-3766.120844465323,-3766.120844465323,155.0096046977883,155.0096046977883,155.0096046977883,-3921.1304491631113,-3921.1304491631113,-3921.1304491631113,0.0,0.0,0.0,15072.693782376879
2017-07-15,18911.147948197748,1044.6001043382735,19341.197324240846,18911.147948197748,18911.147948197748,-8844.501788910266,-8844.501788910266,-8844.501788910266,-5378.716804083278,-5378.716804083278,-5378.716804083278,-3465.784984826987,-3465.784984826987,-3465.784984826987,0.0,0.0,0.0,10066.646159287482
2017-07-16,18983.481269553293,1847.0780008065376,21280.822006492537,18983.481269553293,18983.481269553293,-7267.973948151449,-7267.973948151449,-7267.973948151449,-4333.254016890548,-4333.254016890548,-4333.254016890548,-2934.7199312609,-2934.7199312609,-2934.7199312609,0.0,0.0,0.0,11715.507321401845
2017-07-17,19055.814590908834,10646.512278453038,29053.890734234745,19055.814590908834,19055.814590908834,976.7605605436214,976.7605605436214,976.7605605436214,3310.454895361027,3310.454895361027,3310.454895361027,-2333.6943348174054,-2333.6943348174054,-2333.6943348174054,0.0,0.0,0.0,20032.575151452456
2017-07-18,19128.147912264376,10384.068297823002,30239.05866600273,19128.147912264376,19128.147912264376,1308.1926543938214,1308.1926543938214,1308.1926543938214,2978.451167119031,2978.451167119031,2978.451167119031,-1670.25851272521,-1670.25851272521,-1670.25851272521,0.0,0.0,0.0,20436.340566658197
2017-07-19,19200.481233619925,10688.606977532265,29967.5606765031,19200.481233619925,19200.481233619925,1235.0607316662092,1235.0607316662092,1235.0607316662092,2188.7194269010142,2188.7194269010142,2188.7194269010142,-953.6586952348051,-953.6586952348051,-953.6586952348051,0.0,0.0,0.0,20435.541965286135
2017-07-20,19272.814554975466,10132.108646187986,30096.271020317577,19272.814554975466,19272.814554975466,884.6382215079012,884.6382215079012,884.6382215079012,1079.3357269103196,1079.3357269103196,1079.3357269103196,-194.69750540241841,-194.69750540241841,-194.69750540241841,0.0,0.0,0.0,20157.45277648337
2017-07-21,19345.14787633101,10700.855482140101,30545.25457790997,19345.14787633101,19345.14787633101,749.457388159725,749.457388159725,749.457388159725,155.00960469301572,155.00960469301572,155.00960469301572,594.4477834667092,594.4477834667092,594.4477834667092,0.0,0.0,0.0,20094.605264490736
2017-07-22,19417.481197686553,5939.707479068183,25236.833491434067,19417.481197686553,19417.481197686553,-3978.2706885415823,-3978.2706885415823,-3978.2706885415823,-5378.7168040843335,-5378.7168040843335,-5378.7168040843335,1400.4461155427512,1400.4461155427512,1400.4461155427512,0.0,0.0,0.0,15439.21050914497
2017-07-23,19489.814519042102,7481.923656585338,27237.737183967536,19489.814519042102,19489.814519042102,-2124.185578963501,-2124.185578963501,-2124.185578963501,-4333.254016892995,-4333.254016892995,-4333.254016892995,2209.068437929495,2209.068437929495,2209.068437929495,0.0,0.0,0.0,17365.6289400786
2017-07-24,19562.14784039764,16029.247708622075,35936.8113019909,19562.14784039764,19562.14784039764,6315.928060606753,6315.928060606753,6315.928060606753,3310.454895359197,3310.454895359197,3310.454895359197,3005.473165247557,3005.473165247557,3005.473165247557,0.0,0.0,0.0,25878.07590100439
2017-07-25,19634.48116175319,17098.757672527387,35696.260529516025,19634.48116175319,19634.48116175319,6752.966329966682,6752.966329966682,6752.966329966682,2978.4511671184696,2978.4511671184696,2978.4511671184696,3774.5151628482126,3774.5151628482126,3774.5151628482126,0.0,0.0,0.0,26387.44749171987
2017-07-26,19706.81448310873,17449.181413197293,35521.8117204834,19706.81448310873,19706.81448310873,6689.790731019428,6689.790731019428,6689.790731019428,2188.719426899899,2188.719426899899,2188.719426899899,4501.071304119529,4501.071304119529,4501.071304119529,0.0,0.0,0.0,26396.605214128158
2017-07-27,19779.14780446428,16166.78940591552,35433.1133546918,19779.14780446428,19779.14780446428,6249.710763120009,6249.710763120009,6249.710763120009,1079.335726907841,1079.335726907841,1079.335726907841,5170.375036212169,5170.375036212169,5170.375036212169,0.0,0.0,0.0,26028.858567584288
2017-07-28,19851.481125819817,16947.50326673978,35882.8514639651,19851.481125819817,19851.481125819817,5923.361556162348,5923.361556162348,5923.361556162348,155.00960469369156,155.00960469369156,155.00960469369156,5768.351951468657,5768.351951468657,5768.351951468657,0.0,0.0,0.0,25774.842681982165
2017-07-29,19923.814447175362,11734.491180574269,30307.9628243882,19923.814447175362,19923.814447175362,903.2313215539027,903.2313215539027,903.2313215539027,-5378.716804078676,-5378.716804078676,-5378.716804078676,6281.948125632579,6281.948125632579,6281.948125632579,0.0,0.0,0.0,20827.045768729266
2017-07-30,19996.147767495157,12873.487926726835,32156.972379752697,19996.147767495157,19996.147767495157,2366.18894288933,2366.18894288933,2366.18894288933,-4333.254016896292,-4333.254016896292,-4333.254016896292,6699.442959785622,6699.442959785622,6699.442959785622,0.0,0.0,0.0,22362.336710384487
2017-07-31,20068.481087814955,21170.950800952647,40594.08651401814,20068.481087814955,20068.481087814955,10321.193352334509,10321.193352334509,10321.193352334509,3310.4548953599633,3310.4548953599633,3310.4548953599633,7010.7384569745445,7010.7384569745445,7010.7384569745445,0.0,0.0,0.0,30389.674440149465
2017-08-01,20140.814408134745,20609.48657082444,39593.68285973564,20140.814408134745,20140.814408134745,10186.068443318673,10186.068443318673,10186.068443318673,2978.4511671165005,2978.4511671165005,2978.4511671165005,7207.617276202174,7207.617276202174,7207.617276202174,0.0,0.0,0.0,30326.882851453418
2017-08-02,20213.14772845454,19672.381153574584,39183.43261083618,20213.14772845454,20213.14772845454,9472.68195687248,9472.68195687248,9472.68195687248,2188.719426898784,2188.719426898784,2188.719426898784,7283.962529973697,7283.962529973697,7283.962529973697,0.0,0.0,0.0,29685.829685327022
2017-08-03,20285.48104877433,19058.998936172236,37709.766667298194,20285.48104877433,20285.48104877433,8315.268841427202,8315.268841427202,8315.268841427202,1079.335726914321,1079.335726914321,1079.335726914321,7235.933114512881,7235.933114512881,7235.933114512881,0.0,0.0,0.0,28600.749890201532
2017-08-04,20357.81436909413,17698.169273138912,37798.151986451405,20357.81436909413,20357.81436909413,7217.098971034326,7217.098971034326,7217.098971034326,155.00960469319745,155.00960469319745,155.00960469319745,7062.089366341128,7062.089366341128,7062.089366341128,0.0,0.0,0.0,27574.913340128456
2017-08-05,20430.147689413916,11789.715814468702,31463.94999210692,20430.147689413916,20430.147689413916,1384.748197488251,1384.748197488251,1384.748197488251,-5378.716804085804,-5378.716804085804,-5378.716804085804,6763.465001574055,6763.465001574055,6763.465001574055,0.0,0.0,0.0,21814.895886902166
2017-08-06,20502.481009733714,13022.723084623201,32248.663011251843,20502.481009733714,20502.481009733714,2010.3285701714003,2010.3285701714003,2010.3285701714003,-4333.254016893244,-4333.254016893244,-4333.254016893244,6343.582587064644,6343.582587064644,6343.582587064644,0.0,0.0,0.0,22512.809579905115
2017-08-07,20574.81433005351,20308.985991978123,39728.73258527023,20574.81433005351,20574.81433005351,9118.866078250876,9118.866078250876,9118.866078250876,3310.4548953607296,3310.4548953607296,3310.4548953607296,5808.411182890146,5808.411182890146,5808.411182890146,0.0,0.0,0.0,29693.680408304383
2017-08-08,20647.1476503733,19106.033946498377,38568.13922082433,20647.1476503733,20647.1476503733,8144.7174151793215,8144.7174151793215,8144.7174151793215,2978.4511671159376,2978.4511671159376,2978.4511671159376,5166.2662480633835,5166.2662480633835,5166.2662480633835,0.0,0.0,0.0,28791.86506555262
2017-08-09,20719.480970693094,17232.733085077507,36946.35902326186,20719.480970693094,20719.480970693094,6616.372804661933,6616.372804661933,6616.372804661933,2188.719426899927,2188.719426899927,2188.719426899927,4427.653377762006,4427.653377762006,4427.653377762006,0.0,0.0,0.0,27335.853775355026
2017-08-10,20791.81429101289,16019.371754644439,35193.6441760962,20791.81429101289,20791.81429101289,4684.394628115926,4684.394628115926,4684.394628115926,1079.3357269118421,1079.3357269118421,1079.3357269118421,3605.058901204084,3605.058901204084,3605.058901204084,0.0,0.0,0.0,25476.208919128818
2017-08-11,20864.14761133268,14609.241797541992,33694.24982377207,20864.14761133268,20864.14761133268,2867.701379840931,2867.701379840931,2867.701379840931,155.00960469387343,155.00960469387343,155.00960469387343,2712.6917751470573,2712.6917751470573,2712.6917751470573,0.0,0.0,0.0,23731.84899117361
2017-08-12,20936.480931652477,8139.876316714667,26837.573084506937,20936.480931652477,20936.480931652477,-3612.5342842954697,-3612.5342842954697,-3612.5342842954697,-5378.71680408686,-5378.71680408686,-5378.71680408686,1766.1825197913897,1766.1825197913897,1766.1825197913897,0.0,0.0,0.0,17323.946647357006
2017-08-13,21008.814251972268,8093.868440564031,26657.061936286158,21008.814251972268,21008.814251972268,-3551.007892284154,-3551.007892284154,-3551.007892284154,-4333.254016890194,-4333.254016890194,-4333.254016890194,782.2461246060402,782.2461246060402,782.2461246060402,0.0,0.0,0.0,17457.806359688115
2017-08-14,21081.147572292062,14912.208077443813,33659.26644290574,21081.147572292062,21081.147572292062,3088.771763051586,3088.771763051586,3088.771763051586,3310.454895358899,3310.454895358899,3310.454895358899,-221.68313230731354,-221.68313230731354,-221.68313230731354,0.0,0.0,0.0,24169.91933534365
2017-08-15,21153.480892611857,13564.40988311322,32332.336381483958,21153.480892611857,21153.480892611857,1750.6149803071908,1750.6149803071908,1750.6149803071908,2978.451167117103,2978.451167117103,2978.451167117103,-1227.8361868099123,-1227.8361868099123,-1227.8361868099123,0.0,0.0,0.0,22904.095872919046
2017-08-16,21225.81421293165,11517.197471157688,31349.81227620521,21225.81421293165,21225.81421293165,-29.784220753306325,-29.784220753306325,-29.784220753306325,2188.7194269001084,2188.7194269001084,2188.7194269001084,-2218.5036476534146,-2218.5036476534146,-2218.5036476534146,0.0,0.0,0.0,21196.029992178344
2017-08-17,21298.147533251446,9568.752359092932,28281.55121883952,21298.147533251446,21298.147533251446,-2097.0947577288593,-2097.0947577288593,-2097.0947577288593,1079.3357269131066,1079.3357269131066,1079.3357269131066,-3176.430484641966,-3176.430484641966,-3176.430484641966,0.0,0.0,0.0,19201.052775522585
2017-08-18,21370.480847431652,7366.557123985001,26893.539943738702,21370.480847431652,21370.480847431652,-3930.191505280889,-3930.191505280889,-3930.191505280889,155.00960469454895,155.00960469454895,155.00960469454895,-4085.2011099754377,-4085.2011099754377,-4085.2011099754377,0.0,0.0,0.0,17440.28934215076
2017-08-19,21442.81416161186,1260.999571126476,20602.53927795532,21442.81416161186,21442.81416161186,-10308.321971018431,-10308.321971018431,-10308.321971018431,-5378.716804093989,-5378.716804093989,-5378.716804093989,-4929.6051669244425,-4929.6051669244425,-4929.6051669244425,0.0,0.0,0.0,11134.492190593428
2017-08-20,21515.147475792066,1849.7386961077375,20486.22928270879,21515.147475792066,21515.147475792066,-10029.228765607155,-10029.228765607155,-10029.228765607155,-4333.25401691083,-4333.25401691083,-4333.25401691083,-5695.974748696325,-5695.974748696325,-5695.974748696325,0.0,0.0,0.0,11485.918710184911
2017-08-21,21587.480789972273,9429.370481084743,27972.803154887697,21587.480789972273,21587.480789972273,-3062.0295344833844,-3062.0295344833844,-3062.0295344833844,3310.4548953596654,3310.4548953596654,3310.4548953596654,-6372.48442984305,-6372.48442984305,-6372.48442984305,0.0,0.0,0.0,18525.45125548889
2017-08-22,21659.814104152483,8763.005940740579,27352.05267518831,21659.814104152483,21659.814104152483,-3970.955221034266,-3970.955221034266,-3970.955221034266,2978.4511671165396,2978.4511671165396,2978.4511671165396,-6949.4063881508055,-6949.4063881508055,-6949.4063881508055,0.0,0.0,0.0,17688.858883118217
2017-08-23,21732.14741833269,7428.522805396826,26453.7479880869,21732.14741833269,21732.14741833269,-5230.594578535939,-5230.594578535939,-5230.594578535939,2188.7194268989933,2188.7194268989933,2188.7194268989933,-7419.314005434932,-7419.314005434932,-7419.314005434932,0.0,0.0,0.0,16501.55283979675
2017-08-24,21804.480732512897,5024.8432568997305,24776.362920625455,21804.480732512897,21804.480732512897,-6697.892906284861,-6697.892906284861,-6697.892906284861,1079.3357269106277,1079.3357269106277,1079.3357269106277,-7777.228633195488,-7777.228633195488,-7777.228633195488,0.0,0.0,0.0,15106.587826228035
2017-08-25,21876.814046693104,4580.026469262014,23791.471858771238,21876.814046693104,21876.814046693104,-7865.696056268334,-7865.696056268334,-7865.696056268334,155.0096046940552,155.0096046940552,155.0096046940552,-8020.70566096239,-8020.70566096239,-8020.70566096239,0.0,0.0,0.0,14011.11799042477
